Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
E 180 (213),M 264.915,1497,115,156,07/19 →
E 200 (213),M 264.920,1991,145,197,10/18 →
"E 200 (213, 238)",M274.920,1991,135,184,03/16 →
"E 200 EQ (213, 238)",M264.915,1497,135,184,05/18 →
"E 200 EQ Boost (213, 238)",M264.920,1991,145,197,06/19 →
E 200 d (213.013/113/213),OM654.920,1950,110,150,05/16 →
E 200 d (213.013/113/213),OM654.916,1597,118,160,11/18 →
"E 220 d (213, 238)",OM654.920,1950,143,194,03/16 →
E 220 d (213.004/204),OM654.920,1950,120,163,03/16 →
E 220 d Mild Hybrid (213),OM654.820,1993,147,200,02/22 →
E 250 (213.045/245),M274.920,1991,155,211,05/16 →
"E 300 (213, 238)",M274.920,1991,180,245,05/16 →
E 300 (213),M 264.920,1991,190,258,10/18 →
"E 300 EQ Boost (213, 238)",M264.920,1991,190,258,06/19 →
"E 300 d (213, 238)",OM654.920,1950,180,245,12/17 →
E 300 d (W213),OM 654.820,1992,195,265,01/21 →
"E 300 de (213,211/238)",OM654.920,1950,225,306,10/18 →
E 300 e (213.053/054),M274.920,1991,235,320,11/18 →
E 300 e (213.054),M264.920,1991,155,211,07/20 →
E 350 (238.385/485),M264.920,1991,220,299,11/17 →
"E 350 EQ (213, 238)",M264.920,1991,220,299,05/18 →
"E 350 d (213, 238)",OM642.855,2987,190,258,05/16 → 05/18
E 350 d (238.320),OM 656.929,2925,210,286,11/18 →
"E 350 d 4-matic (213, 238)",OM 642.873,2987,190,258,06/17 → 05/18
E 350 e (213.050),M274.920,1991,210,286,07/16 →
E 350 e (213.050),M274.920,1991,235,320,11/19 →
"E 400 4Matic (213, 238)",M276.823,2996,245,333,06/16 →
"E 400 4Matic (213, 238)",M276.853,3498,245,333,06/16 →
"E 400 d (213.223/227, 238.323/423)",OM656.929,2925,243,330,07/20 →
E 400 d (213.023/223),OM656.929,2925,250,340,04/18 →
E 43 AMG (213.064),M276.823,2996,295,401,06/16 →
E 450 (213.268),M 276.823,2996,270,367,08/18 →
"E 450 (213, 238)",M 256.930,2999,270,367,07/20 →
"E 450 EQ Boost (213, 238)",M 256.930,2999,270,367,07/20 →
E 53 EQ AMG (213.061/261),M256.930,2987,320,435,04/18 →
E 63 AMG (213.088/288),M177.980,3982,420,571,01/17 →
E 63 S AMG (213.089/289),M177.980,3982,450,612,01/17 →
