Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.3,"EP, FZ",1272,44,60,08/80 → 07/86
1.3,FY,1272,40,55,08/80 → 07/83
1.6,RF,1588,53,72,02/86 → 03/88
1.6,PP,1588,51,70,08/87 → 03/88
1.6,"WV, WY, YN",1588,55,75,08/80 → 03/88
1.6,YP,1588,63,85,01/81 → 02/83
1.6,1F,1576,53,72,02/88 → 07/89
1.6,EZ,1595,55,75,02/88 → 12/88
1.6 D,JK,1588,40,54,08/80 → 03/88
1.6 TD,CY,1588,51,70,04/82 → 03/88
1.6 TD,RA,1588,59,80,05/86 → 03/88
1.8,RM,1781,64,87,05/86 → 03/88
1.8,JN,1781,66,90,01/83 → 03/88
1.8,DZ,1781,82,112,12/83 → 03/88
1.9,WN,1921,85,115,01/81 → 07/83
2.0,"JS,HP",1994,85,115,08/83 → 03/88
2.1,WE,2144,85,115,08/81 → 07/83
2.2,KX,2226,85,115,08/85 → 03/88
2.2,KV,2226,100,136,01/85 → 03/88
2.2 Syncro,JT,2226,88,120,08/85 → 03/88
