Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.3,,1289,40,54,06/80 → 11/86
1.4,IAP 810-R-99,1397,46,63,06/84 → 10/99
1.4,,,,,01/76 →
1.6,,1595,55,75,06/88 → 10/99
1.6,,1557,67,91,06/98 → 10/99
1.6,,,,,01/76 →
1.6 16V,,1598,78,106,06/98 → 10/99
1.6 D,RENAULT DIESEL,,,,01/80 →
1.6 D,F8M700,1596,40,54,09/86 → 10/99
1.6 TD,VW,1588,51,70,08/88 → 10/99
1.6 TD,VW TD,,,,01/80 →
1.6 TD,VW,1588,59,80,08/88 → 10/99
1.9 D,F8QA6,1870,48,65,09/92 → 10/06
1.9 D,RENAULT DIESEL,,,,01/80 →
1.9 TD,F8QT,1870,69,94,06/97 → 10/06
