Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
3.0 Carrera (991.2),MDC.KA,2981,272,370,12/15 →
3.0 Carrera S (991.2),MDC.HA,2981,309,420,12/15 →
3.0 Carrera S HP (991.2),MDC.JA,2981,331,450,12/15 →
3.4 Carrera (991),MA1.04,3436,257,350,10/11 →
3.8 Carrera S (991),MA1.03,3800,294,400,10/11 →
"3.8 Carrera S, GTS (991)",MA1.03 WLS,3800,316,430,07/12 →
3.8 GT3 (991),MA1.75,3799,350,475,08/13 →
3.8 Turbo (991),MA1.71,3800,383,520,09/13 →
3.8 Turbo (991.2),MDA.BA,3800,397,540,12/15 →
3.8 Turbo S (991),MA1.71,3800,412,560,09/13 →
3.8 Turbo S (991.2),MDB.CA,3800,427,580,12/15 →
3.8 Turbo S ES (991.2),MDB.CA,3800,446,607,06/17 →
4.0 GT3 (991.2),"MA1.77, MDG.GA",3996,368,500,04/17 →
4.0 GT3 RS (991),MA1.76,3996,368,500,04/15 →
4.0 GT3 RS (991.2),"MA1.77, MA1.79, MDG.GB",3996,383,520,04/18 →
4.0 R (991.2),MA1.76,3996,368,500,03/16 →
4.0 Speedster (991),MA1.76,3996,368,510,06/19 →
