Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.5 P300e Hybrid (L550),AJ20P3,1497,227,309,02/20 →
2.0,204PT,1999,213,290,08/17 →
2.0,204PT,1999,177,241,09/14 →
2.0 D,204DTD,1999,110,150,12/14 →
2.0 D,,1999,132,180,06/15 →
2.0 D,204DTA,1999,177,241,08/17 →
2.0 D150 MHEV,204DTD,1999,110,150,05/19 →
2.0 D165,204DTD,1997,120,163,07/20 →
2.0 D165 MHEV,AJ20D4,1997,120,163,07/20 →
2.0 D180 MHEV,204DTD,1999,132,180,05/19 →
2.0 D200 MHEV,AJ20D4,1997,150,204,07/20 →
2.0 D240 MHEV,204DTA,1999,177,241,05/19 →
2.0 P200,PT204,1997,147,200,07/20 →
2.0 P200 Flex MHEV,PT204,1997,147,200,09/20 →
2.0 P290 MHEV,PT204,1997,213,290,07/20 →
2.0 Si4,PT204,1997,177,241,12/17 →
2.2 SD4,,2179,140,190,09/14 →
2.2 TD4,,2179,110,150,09/14 →
