Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
300 SL (R129),M 103.984,2960,140,190,03/89 → 08/93
300 SL-24 (R129),M 104.981,2960,170,231,03/89 → 07/93
500 SL (R129),"M 119.960, 972",4973,240,326,09/89 → 07/93
SL 280 (R129.058),M 104.943,2799,142,193,08/93 → 05/98
SL 280 V6 (R129.059),M 112.923/925,2799,150,204,06/98 → 08/01
SL 320 (R129.063),M 104.991,3199,170,231,09/93 → 05/98
SL 320 V6 (R129.064),M 112.943,3199,165,224,06/98 → 08/01
SL 500 (R129.067),M 119.972,4973,235,320,08/93 → 06/98
SL 500 (R129.068),M 113.961,4966,225,307,06/98 → 08/01
SL 55 AMG (R129.068),M 113.985,5439,260,354,03/00 → 08/01
SL 60 AMG (R129.076),M 120.981,5956,280,381,05/97 → 08/01
SL 600 (R129.076),M 120.981/983,5987,290,394,07/92 → 08/01
SL 73 AMG (R129.076),M 120.981/983,7291,386,525,01/99 → 08/01
