Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.4 D,VM 81 A,2376,78,106,04/86 → 12/90
2.4 TD,,,89,121,01/88 → 11/91
2.4 TDi,,,83,113,01/88 → 10/94
2.5 TD,,,89,121,01/88 → 11/91
2.5 TDi,,,83,113,01/88 → 10/94
3.5 V8 Vogue,24 D,3470,120,163,10/85 → 09/90
"3.5 V8 (Suffix D,E)",,3532,97,132,07/70 → 07/75
3.5 V8 (Suffix F),,3532,97,132,08/75 → 08/81
3.5 V8,,3470,107,146,01/87 → 09/90
3.5 V8 Vogue,11 D,3470,93,126,08/81 → 09/90
3.9,37 D,3947,127,173,11/88 → 10/94
3.9 4x4,42 D,3947,136,185,10/89 → 12/94
3.9 Vogue SEI,35 D,3947,134,182,11/88 → 10/94
4.2 V8,40 D,4275,149,203,09/92 → 10/94
4.3 Vogue LSE,40 D,4275,149,203,09/92 → 10/94
