Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 Ecoboost,SFDC,999,63,86,07/18 →
1.0 Ecoboost,B3DA,999,74,101,07/18 →
1.0 Ecoboost,B7DA,999,92,125,07/18 →
1.0 Ecoboost mHEV Flex,B7DA,999,92,125,12/22 →
1.0 Ecoboost mHEV,,999,92,125,06/20 →
1.0 Ecoboost mHEV,,999,114,155,06/20 →
1.5 EcoBlue,Z2DA,1499,70,95,07/18 →
1.5 EcoBlue,Y9DA,1499,85,116,08/22 →
1.5 EcoBlue,"ZTDA, ZTDB",1499,88,120,07/18 →
1.5 Ecoboost,YZDA,1499,110,150,08/18 →
1.5 Ecoboost,Y2DA,1496,90,122,09/18 →
1.5 Ecoboost,Y1DA,1499,134,182,08/18 →
2.0 EcoBlue,YLDA,1995,110,150,09/18 →
2.0 ST EcoBlue,,1995,140,190,04/19 →
2.3 ST Ecoboost,,2261,206,280,04/19 →
