Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0 Ti4 (X152),PT204,1997,221,300,07/17 →
3.0 Kompressor,,2995,280,381,08/13 →
3.0 Kompressor,,2995,250,340,08/13 →
3.0 SCV 6 400 Sport (X152),306PS,2995,294,400,05/15 →
5.0 Kompressor,,5000,364,495,08/13 →
5.0 Kompressor,,5000,405,550,02/14 →
5.0 Kompressor Project 7,,5000,423,575,05/15 →
5.0 SCV8 P450,AJ133G2,5000,331,450,12/19 →
