Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.1,10 H,1083,33,45,05/73 → 10/81
1.3,12 H,1256,40,54,05/73 → 03/82
1.5 Super,14 H,1459,50,68,05/73 → 03/82
