Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,,1997,90,122,06/96 → 03/06
"2.2 DI-D 4WD (KJ, KK, KL)",4N14,2268,110,150,07/19 →
2.4 4x4,,2351,97,132,06/96 → 03/06
2.5 D (K14T),4 D 56,2476,51,70,11/86 → 08/96
2.5 D,,2477,55,75,06/96 → 03/06
"2.5 D 4x4 (K24,34 T)",4 D 56,2476,51,70,12/87 → 05/93
2.5 DI-D,4 D 56,2477,100,136,02/06 → 12/15
2.5 DI-D,,2477,123,167,10/07 → 12/15
2.5 DI-D,,2477,130,178,01/09 → 12/15
2.5 DI-D,,2477,94,128,04/10 → 12/15
2.5 TD (K64T/K74T),,2477,85,115,10/01 → 03/06
2.5 TD (K64T/Liberty),4D56,2477,98,133,10/03 → 03/06
2.5 TD 4x4,4 D 56,2477,64,87,11/92 → 08/96
2.5 TD 4x4,,2477,73,99,06/96 → 12/01
2.5 TDiC (K64T/K74T),,2477,74,101,08/01 → 09/05
2.6 4WD (K33T),G54B,2555,76,103,11/89 → 05/95
2.8 D (MK K77),4M40,2835,71,97,06/96 → 09/00
2.8 TD (MK K77),4M40T,2835,92,125,04/03 → 06/06
"2400 DI-D (KK, KL)",4N15,2442,133,181,07/15 →
"2400 DI-D (KK, KL)",4N15,2442,113,154,07/15 →
3.0 (MK K66/K76),6G72,2972,133,181,08/00 → 10/06
