Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6 CRDi,D4FE,1598,100,136,01/18 →
1.6 T-GDI (JF),G4FJ,1591,132,179,01/18 →
1.7 CRDi,,1685,104,141,10/15 →
1.7 CRDi (JF),D4FD,1685,99,135,09/16 →
2.0,,1999,120,163,10/15 →
2.0,NU,1999,110,150,09/15 →
2.0 GDI Hybrid,G4NG,1999,151,205,09/16 →
2.0 T-GDI,Theta 2,1998,180,245,09/16 →
2.4 GDI,Theta 2,2359,138,188,01/18 →
2.4 MPI,,2359,132,180,10/15 →
