Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 TCe 100 ECO-G,H4D,999,74,101,03/22 →
1.0 TCe 110,,999,81,110,03/22 →
1.0 TCe 90 ECO-G,H4D,999,67,91,03/22 →
1.6 HYBRID 140,H4M,1598,104,141,01/23 →
