Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8,REC,1796,66,90,04/85 → 02/92
2.0 (STH),,1998,77,105,05/89 → 02/92
2.0,NEL,1993,77,105,04/85 → 08/89
2.0i,N9D,1998,88,120,05/89 → 02/92
2.0i,N9F,1993,85,115,02/92 → 09/94
2.0i,,1998,92,125,05/89 → 02/92
2.0i,NRI,1993,85,115,04/85 → 02/92
2.0i,NRC,1993,74,100,10/85 → 12/90
2.0i Turnier,N9D,1998,88,120,09/91 → 09/94
2.0i Turnier,N9F,1998,85,115,09/91 → 09/94
2.4i,ARD,2394,92,125,10/88 → 02/92
2.4i,ARC,2394,96,130,09/86 → 09/88
2.4i,ARD V6 EFI HC,2394,92,125,10/88 → 02/92
2.4i Turnier,ARD,2394,92,125,09/91 → 09/94
2.5 D,STR,2498,51,69,12/85 → 12/94
2.5 D Turnier,SCB,2500,85,116,08/93 → 09/94
2.5 TD,SFB,2498,68,92,06/88 → 02/92
2.5 TD,SCB,2500,85,116,08/93 → 09/94
2.8i,PRE,2792,110,150,04/85 → 11/86
2.8i 4x4,PRE,2792,110,150,10/85 → 11/86
2.9 24V Turnier,BOA,2933,143,194,08/93 → 09/94
2.9i,BRE,2933,107,145,10/87 → 02/92
2.9i,BRD,2933,107,145,09/86 → 12/94
2.9i,BRC,2933,110,150,09/86 → 09/94
2.9i 24V,BOA,2933,143,195,04/91 → 02/92
2.9i 4x4,BRD,2933,107,145,05/88 → 02/93
2.9i 4x4,BRC,2933,110,150,09/86 → 09/94
