Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6,EJ16E,1597,66,90,12/96 → 12/00
1.6i,EJ16,1597,70,95,06/98 → 12/00
1.6i 4WD,EJ16,1597,66,90,08/92 → 12/00
1.8i 4WD,EJ18,1820,76,103,08/92 → 12/00
2.0 AWD / 2.0 i WRX (GFC),EJ205P,1994,206,280,09/98 → 09/00
2.0 Turbo 4WD,EJ20,1994,155,211,12/96 → 12/00
2.0 Turbo GT 4WD,EJ20T,1994,160,218,06/98 → 12/00
2.0i 4WD,EJ20,1994,85,115,10/95 → 12/00
2.0i 4WD,EJ20,1994,92,125,06/98 → 12/00
2.0i Turbo,EJ20T,1994,155,211,03/94 → 12/00
