Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
820 2.0,,1994,74,100,10/88 → 10/91
"820 2.0 16V Turbo Kat. (RS, STH)",T 16,1996,132,180,01/92 → 02/99
"820 2.0 Si Kat (XS, STH)",20 HD M 16,1959,98,133,10/88 → 12/91
820 2.0 Sport,,1994,145,197,04/94 → 03/96
"820 2.0i,Si 16V (XS, STH)",20 HD,1959,103,140,10/86 → 10/88
"820 2.0i,Si Kat. (RS, STH)",20 T4,1996,100,136,01/92 → 02/99
820 SE/SI,,1994,88,120,10/86 → 12/91
"825 2.5 D,SD (XS, STH)",425 SL1RR,2500,87,118,01/92 → 02/99
"825 2.5 Si Lux (RS, STH)",,2497,129,175,04/96 → 02/99
"825 2.5 Si,Sterling (XS, STH)",C 25 A,2476,123,167,10/86 → 10/88
"825 2.5 Si,Sterling (XS, STH)",C 25 A,2476,127,173,01/87 → 12/91
"825 2.5 Si,Sterling Kat. (XS, STH)",C 25 A Kat.,2476,110,150,10/86 → 12/91
