Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6,CA16S,1598,61,83,03/86 → 06/90
1.6,,1609,66,90,03/86 → 06/91
1.8 (B610),L18,1770,65,88,07/74 → 11/79
1.8 (910),L18S,1770,65,88,01/80 → 05/84
1.8,CA18S,1809,66,90,11/83 → 02/86
1.8 Coupe (910),L18T,1770,66,90,01/80 → 05/84
"1.8 Turbo (T72, T12, U11)",CA18T,1809,99,135,04/84 → 05/90
1.8i 16V (RLT72),CA18D,1809,95,129,02/89 → 12/90
2.0 (U11),CA20E Kat.,1974,77,105,04/84 → 01/88
2.0 (T12),CA20S,1974,75,102,12/85 → 12/87
2.0 D (910),LD20,1952,44,60,01/80 → 05/84
2.0 D (U11),LD20,1938,43,58,04/84 → 01/88
"2.0 D (SLT72,T12)",LD20,1952,49,67,03/86 → 12/90
2.0 D St. W. (WU11),LD20,1952,49,67,03/86 → 12/90
2.0 St. W. (WU11),CA20E Kat.,1974,77,105,04/84 → 12/90
2.0 St. W. (WU11),CA20S,1960,75,102,04/86 → 12/87
2.0i (910),Z20E,1952,80,109,01/82 → 05/84
"2.0i (HLT72,T12)",CA20E Kat.,1960,77,105,12/85 → 12/90
2.0i,CA20E,1974,85,115,09/88 → 09/90
2.0i St. W. (WU11),CA20E,1974,85,115,09/88 → 09/90
