Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
316d (G20),B47 D20 B,1995,90,122,03/20 →
"316d Mild-Hybrid (G20, G21)","B47 D20 B, JA1",1995,90,122,04/20 →
"318d (G20, G21)",B47 D20 B,1995,100,136,11/19 →
"318d (G20, G21)",B47 D20 B,1995,110,150,11/18 → 06/22
"318d Mild-Hybrid (G20, G21)","B47 D20 B, JA1",1995,100,136,04/20 →
"318d Mild-Hybrid (G20, G21)","B47 D20 B, JA1",1995,110,150,04/20 →
318i (G20),B48 B20 A,1998,115,156,03/20 →
"320d (G20, G21)",B47 D20 B,1995,120,163,07/19 →
"320d (G20, G21)",B47 D20 B,1995,140,190,11/18 →
"320e (G20, G21)","B48 B20 A, GC1",1998,150,204,07/20 →
"320i (G20, G21)","B46 B20 B, B48 B20 B",1998,135,184,11/18 →
"330d (G20, G21)",B57 D30 A,2993,195,265,03/19 →
"330d Mild-Hybrid (G20, G21)","B57 D30 B, JA1",2993,210,286,11/20 →
"330e (G20, G21)",B48 B20 A/B,1998,185,252,07/20 →
330e (G20),"B46 B20 B, B 48 B20 B, CG1",1998,215,292,03/20 →
"330i (G20, G21)","B46 B20 B, B48 B20 B",1998,190,258,11/18 →
"330i (G20, G21)",B 48 B20 B,1998,180,245,07/19 →
M3 (G80),S58 B30A,2993,353,480,11/20 →
M3 CS (G80),S58 B30A,2993,405,551,03/23 →
"M3 Competition (G80, G81)",S58 B30A,2993,375,510,11/20 →
"M340d Mild Hybrid (G20, G21)","B57 D30 B, JA1",2993,250,340,04/20 →
"M340i (G20, G21)",B58 B30 B,2998,275,374,07/19 →
M340i (G21),B58 B30 B,2998,285,387,11/19 →
"M340i MildHybrid (G20, G21, G80, G81)",B58 B30 B,2998,275,374,11/20 →
