Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.8 20V,ADR,1781,92,125,04/97 → 10/00
1.9 TDI,1Z,1896,66,90,06/95 → 10/00
2.0,ABK,1984,85,115,01/93 → 10/00
2.0 16V,ACE,1984,103,140,06/95 → 10/00
2.3,NG (KAT),2309,98,133,05/91 → 07/94
2.6 V6 (89),ACZ,2598,102,139,05/95 → 10/00
2.6 V6,ABC,2598,110,150,06/93 → 12/96
2.8 V6,AAH,2771,128,174,11/92 → 10/00
