Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
2.0,AAE,1984,74,100,12/90 → 06/94
2.0,"AAD, ABK",1984,85,115,12/90 → 06/94
2.0 E 16V,ACE,1984,101,137,01/92 → 06/94
2.2 Turbo (S4),AAN,2226,169,230,08/91 → 06/94
2.3 E,AAR,2309,98,133,12/90 → 06/94
2.4 D,AAS,2370,60,82,05/91 → 06/94
2.5 TDI,1T,2461,88,120,01/90 → 11/90
2.5 TDI,ABP,2461,85,115,06/91 → 06/94
2.6 V6,ABC,2598,110,150,03/92 → 06/94
2.6 V6,ACZ,2598,102,139,07/93 → 06/94
2.8 V6,AAH,2771,128,174,12/90 → 06/94
4.2 V8 (S4),ABH,4172,206,280,10/92 → 06/94
4.2 V8 (S4),AEC,4172,213,290,03/94 → 06/94
